TempTMT [Â°C],-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
11:45-12:00,"0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000"
12:00-12:15,"1,3553","1,3554","1,3485","1,3392","1,3275","1,3135","1,2972","1,2786","1,2577","1,2346","1,0664","1,1817","1,1520","1,1202","1,0898","1,0569","1,0216","0,9878","0,9476","0,9049","0,8331","0,7637","0,6952","0,6284","0,5632","0,4997","0,4378","0,3775","0,3188","0,2618","0,2063","0,1535","0,1008","0,0385","0,0047"
12:15-12:30,"1,3499","1,3500","1,3431","1,3338","1,3222","1,3083","1,2920","1,2735","1,2527","1,2297","1,0621","1,1770","1,1474","1,1157","1,0855","1,0527","1,0176","0,9839","0,9438","0,9013","0,8297","0,7607","0,6924","0,6259","0,5609","0,4977","0,4360","0,3760","0,3176","0,2607","0,2055","0,1528","0,1004","0,0383","0,0046"
12:30-12:45,"1,3388","1,3389","1,3321","1,3229","1,3114","1,2976","1,2814","1,2630","1,2424","1,2196","1,0534","1,1674","1,1380","1,1066","1,0766","1,0441","1,0092","0,9758","0,9360","0,8939","0,8229","0,7544","0,6868","0,6207","0,5563","0,4936","0,4325","0,3729","0,3150","0,2586","0,2038","0,1516","0,0996","0,0380","0,0046"
12:45-13:00,"1,3350","1,3351","1,3283","1,3191","1,3076","1,2938","1,2778","1,2594","1,2389","1,2161","1,0504","1,1640","1,1348","1,1034","1,0735","1,0411","1,0063","0,9730","0,9334","0,8914","0,8206","0,7523","0,6848","0,6189","0,5547","0,4922","0,4312","0,3718","0,3141","0,2579","0,2032","0,1512","0,0993","0,0379","0,0046"
13:00-13:15,"1,3340","1,3341","1,3273","1,3181","1,3066","1,2929","1,2768","1,2585","1,2379","1,2152","1,0496","1,1631","1,1339","1,1026","1,0727","1,0403","1,0056","0,9723","0,9327","0,8907","0,8200","0,7517","0,6843","0,6185","0,5543","0,4918","0,4309","0,3716","0,3138","0,2577","0,2031","0,1510","0,0992","0,0378","0,0046"
13:15-13:30,"1,3265","1,3266","1,3198","1,3107","1,2993","1,2856","1,2696","1,2514","1,2310","1,2084","1,0437","1,1566","1,1276","1,0964","1,0667","1,0345","0,9999","0,9669","0,9274","0,8857","0,8154","0,7475","0,6804","0,6150","0,5512","0,4890","0,4285","0,3695","0,3121","0,2562","0,2019","0,1502","0,0987","0,0376","0,0046"
13:30-13:45,"1,3231","1,3232","1,3164","1,3074","1,2960","1,2823","1,2664","1,2482","1,2278","1,2052","1,0410","1,1536","1,1246","1,0936","1,0639","1,0318","0,9974","0,9644","0,9250","0,8834","0,8133","0,7456","0,6787","0,6134","0,5498","0,4878","0,4274","0,3685","0,3113","0,2556","0,2014","0,1498","0,0984","0,0375","0,0045"
13:45-14:00,"1,3208","1,3209","1,3142","1,3051","1,2938","1,2801","1,2642","1,2461","1,2257","1,2032","1,0392","1,1517","1,1227","1,0917","1,0621","1,0301","0,9957","0,9627","0,9235","0,8819","0,8119","0,7443","0,6775","0,6124","0,5489","0,4870","0,4266","0,3679","0,3107","0,2551","0,2011","0,1496","0,0982","0,0375","0,0045"
14:00-14:15,"1,3205","1,3206","1,3139","1,3048","1,2934","1,2798","1,2639","1,2458","1,2254","1,2029","1,0390","1,1514","1,1225","1,0914","1,0618","1,0298","0,9954","0,9625","0,9232","0,8817","0,8117","0,7441","0,6774","0,6122","0,5487","0,4868","0,4265","0,3678","0,3107","0,2551","0,2010","0,1495","0,0982","0,0375","0,0045"
14:15-14:30,"1,3200","1,3201","1,3134","1,3044","1,2930","1,2794","1,2635","1,2453","1,2250","1,2025","1,0386","1,1510","1,1221","1,0911","1,0615","1,0295","0,9951","0,9621","0,9229","0,8814","0,8114","0,7439","0,6771","0,6120","0,5485","0,4867","0,4264","0,3677","0,3106","0,2550","0,2010","0,1495","0,0982","0,0375","0,0045"
14:30-14:45,"1,3161","1,3162","1,3095","1,3005","1,2892","1,2756","1,2597","1,2416","1,2214","1,1989","1,0355","1,1476","1,1187","1,0878","1,0583","1,0264","0,9921","0,9593","0,9202","0,8788","0,8090","0,7416","0,6751","0,6102","0,5469","0,4852","0,4251","0,3666","0,3096","0,2542","0,2004","0,1490","0,0979","0,0373","0,0045"
14:45-15:00,"1,3165","1,3166","1,3099","1,3009","1,2895","1,2759","1,2601","1,2420","1,2217","1,1993","1,0359","1,1479","1,1191","1,0881","1,0586","1,0267","0,9924","0,9596","0,9204","0,8790","0,8092","0,7419","0,6753","0,6104","0,5471","0,4854","0,4252","0,3667","0,3097","0,2543","0,2004","0,1491","0,0979","0,0374","0,0045"
15:00-15:15,"1,3222","1,3223","1,3155","1,3065","1,2951","1,2814","1,2655","1,2473","1,2270","1,2044","1,0403","1,1528","1,1239","1,0928","1,0632","1,0311","0,9967","0,9637","0,9244","0,8828","0,8127","0,7451","0,6782","0,6130","0,5494","0,4874","0,4271","0,3683","0,3111","0,2554","0,2013","0,1497","0,0983","0,0375","0,0045"
15:15-15:30,"1,3198","1,3199","1,3132","1,3041","1,2928","1,2791","1,2632","1,2451","1,2248","1,2023","1,0384","1,1508","1,1219","1,0909","1,0613","1,0293","0,9949","0,9620","0,9227","0,8812","0,8113","0,7437","0,6770","0,6119","0,5484","0,4866","0,4263","0,3676","0,3105","0,2549","0,2009","0,1494","0,0982","0,0374","0,0045"
15:30-15:45,"1,3135","1,3136","1,3069","1,2979","1,2866","1,2731","1,2572","1,2392","1,2190","1,1966","1,0335","1,1453","1,1165","1,0857","1,0562","1,0244","0,9902","0,9574","0,9184","0,8770","0,8074","0,7402","0,6738","0,6090","0,5458","0,4843","0,4243","0,3659","0,3090","0,2537","0,2000","0,1487","0,0977","0,0373","0,0045"
15:45-16:00,"1,3139","1,3140","1,3073","1,2982","1,2869","1,2734","1,2575","1,2395","1,2193","1,1969","1,0338","1,1456","1,1168","1,0859","1,0565","1,0246","0,9904","0,9576","0,9186","0,8773","0,8076","0,7404","0,6739","0,6092","0,5460","0,4844","0,4244","0,3660","0,3091","0,2538","0,2000","0,1488","0,0977","0,0373","0,0045"
16:00-16:15,"1,3221","1,3222","1,3154","1,3064","1,2950","1,2813","1,2654","1,2472","1,2269","1,2043","1,0402","1,1528","1,1238","1,0927","1,0631","1,0310","0,9966","0,9636","0,9243","0,8827","0,8126","0,7450","0,6782","0,6130","0,5494","0,4874","0,4270","0,3683","0,3110","0,2554","0,2013","0,1497","0,0983","0,0375","0,0045"
16:15-16:30,"1,3265","1,3266","1,3198","1,3107","1,2993","1,2856","1,2696","1,2514","1,2310","1,2084","1,0437","1,1566","1,1275","1,0964","1,0667","1,0345","0,9999","0,9668","0,9274","0,8857","0,8154","0,7475","0,6804","0,6150","0,5512","0,4890","0,4285","0,3695","0,3121","0,2562","0,2019","0,1502","0,0987","0,0376","0,0046"
16:30-16:45,"1,3356","1,3357","1,3289","1,3197","1,3082","1,2944","1,2783","1,2600","1,2394","1,2166","1,0508","1,1645","1,1353","1,1039","1,0740","1,0416","1,0068","0,9735","0,9338","0,8917","0,8210","0,7526","0,6851","0,6192","0,5550","0,4924","0,4314","0,3720","0,3142","0,2580","0,2033","0,1512","0,0993","0,0379","0,0046"
16:45-17:00,"1,3374","1,3375","1,3307","1,3215","1,3100","1,2962","1,2801","1,2617","1,2411","1,2183","1,0523","1,1661","1,1368","1,1054","1,0754","1,0430","1,0082","0,9748","0,9351","0,8930","0,8221","0,7536","0,6860","0,6201","0,5558","0,4931","0,4320","0,3725","0,3146","0,2583","0,2036","0,1514","0,0995","0,0379","0,0046"
17:00-17:15,"0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000"
17:15-17:30,"0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000"
17:30-17:45,"0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000"
17:45-18:00,"0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000"
18:00-18:15,"1,3504","1,3505","1,3436","1,3344","1,3227","1,3088","1,2925","1,2740","1,2532","1,2301","1,0625","1,1775","1,1479","1,1162","1,0859","1,0531","1,0180","0,9843","0,9441","0,9017","0,8301","0,7610","0,6927","0,6261","0,5612","0,4979","0,4362","0,3761","0,3177","0,2608","0,2056","0,1529","0,1004","0,0383","0,0046"
18:15-18:30,"1,3598","1,3599","1,3530","1,3437","1,3320","1,3179","1,3016","1,2829","1,2619","1,2387","1,0699","1,1857","1,1559","1,1240","1,0935","1,0605","1,0251","0,9912","0,9507","0,9080","0,8359","0,7663","0,6975","0,6305","0,5651","0,5013","0,4392","0,3788","0,3199","0,2627","0,2070","0,1540","0,1011","0,0386","0,0047"
18:30-18:45,"1,3711","1,3712","1,3642","1,3548","1,3430","1,3288","1,3123","1,2935","1,2724","1,2490","1,0788","1,1955","1,1655","1,1333","1,1025","1,0693","1,0336","0,9994","0,9586","0,9155","0,8428","0,7726","0,7033","0,6357","0,5698","0,5055","0,4429","0,3819","0,3226","0,2648","0,2087","0,1553","0,1020","0,0389","0,0047"
18:45-19:00,"1,3873","1,3874","1,3803","1,3708","1,3588","1,3445","1,3278","1,3087","1,2874","1,2637","1,0915","1,2096","1,1792","1,1466","1,1155","1,0819","1,0457","1,0111","0,9699","0,9263","0,8527","0,7817","0,7116","0,6432","0,5765","0,5114","0,4481","0,3864","0,3264","0,2680","0,2112","0,1571","0,1032","0,0394","0,0048"
19:00-19:15,"1,3966","1,3967","1,3896","1,3800","1,3680","1,3535","1,3367","1,3175","1,2960","1,2722","1,0988","1,2177","1,1871","1,1543","1,1230","1,0891","1,0528","1,0179","0,9764","0,9325","0,8584","0,7870","0,7164","0,6475","0,5803","0,5149","0,4511","0,3890","0,3286","0,2698","0,2126","0,1581","0,1039","0,0396","0,0048"
19:15-19:30,"1,4071","1,4072","1,4000","1,3904","1,3783","1,3637","1,3468","1,3275","1,3058","1,2818","1,1071","1,2269","1,1961","1,1630","1,1315","1,0974","1,0607","1,0256","0,9838","0,9395","0,8649","0,7929","0,7218","0,6524","0,5847","0,5188","0,4545","0,3919","0,3310","0,2718","0,2142","0,1593","0,1046","0,0399","0,0048"
19:30-19:45,"1,4176","1,4177","1,4105","1,4007","1,3885","1,3739","1,3568","1,3373","1,3155","1,2913","1,1154","1,2360","1,2050","1,1717","1,1399","1,1055","1,0686","1,0332","0,9911","0,9465","0,8714","0,7988","0,7271","0,6572","0,5891","0,5226","0,4579","0,3949","0,3335","0,2738","0,2158","0,1605","0,1054","0,0402","0,0049"
19:45-20:00,"1,4208","1,4209","1,4137","1,4040","1,3917","1,3770","1,3599","1,3404","1,3185","1,2943","1,1179","1,2389","1,2077","1,1744","1,1425","1,1081","1,0711","1,0356","0,9934","0,9487","0,8734","0,8007","0,7288","0,6588","0,5904","0,5238","0,4589","0,3958","0,3343","0,2745","0,2163","0,1609","0,1057","0,0403","0,0049"
20:00-20:15,"1,4272","1,4273","1,4200","1,4102","1,3979","1,3832","1,3660","1,3464","1,3244","1,3001","1,1229","1,2444","1,2131","1,1796","1,1476","1,1130","1,0758","1,0402","0,9978","0,9529","0,8773","0,8042","0,7321","0,6617","0,5931","0,5262","0,4610","0,3975","0,3358","0,2757","0,2173","0,1616","0,1061","0,0405","0,0049"
20:15-20:30,"1,4419","1,4420","1,4347","1,4248","1,4124","1,3975","1,3801","1,3603","1,3381","1,3135","1,1345","1,2573","1,2257","1,1918","1,1595","1,1245","1,0870","1,0510","1,0081","0,9628","0,8863","0,8125","0,7396","0,6685","0,5992","0,5316","0,4658","0,4016","0,3392","0,2785","0,2195","0,1633","0,1072","0,0409","0,0050"
20:30-20:45,"1,4572","1,4573","1,4498","1,4398","1,4273","1,4122","1,3947","1,3747","1,3522","1,3274","1,1465","1,2705","1,2386","1,2044","1,1717","1,1364","1,0984","1,0621","1,0188","0,9729","0,8957","0,8211","0,7475","0,6756","0,6055","0,5372","0,4707","0,4059","0,3428","0,2815","0,2218","0,1650","0,1084","0,0413","0,0050"
20:45-21:00,"1,4609","1,4610","1,4536","1,4435","1,4310","1,4159","1,3983","1,3782","1,3557","1,3308","1,1494","1,2738","1,2418","1,2075","1,1747","1,1393","1,1013","1,0648","1,0214","0,9754","0,8980","0,8232","0,7494","0,6773","0,6071","0,5386","0,4719","0,4069","0,3437","0,2822","0,2224","0,1654","0,1087","0,0414","0,0050"
21:00-21:15,"1,4650","1,4651","1,4577","1,4476","1,4350","1,4199","1,4022","1,3821","1,3596","1,3346","1,1527","1,2774","1,2453","1,2109","1,1781","1,1425","1,1044","1,0678","1,0243","0,9782","0,9005","0,8256","0,7515","0,6792","0,6088","0,5401","0,4732","0,4081","0,3447","0,2830","0,2230","0,1659","0,1090","0,0416","0,0050"
21:15-21:30,"1,4667","1,4668","1,4594","1,4493","1,4367","1,4215","1,4039","1,3837","1,3611","1,3361","1,1540","1,2789","1,2468","1,2123","1,1794","1,1439","1,1057","1,0691","1,0255","0,9793","0,9016","0,8265","0,7524","0,6800","0,6095","0,5407","0,4738","0,4085","0,3451","0,2833","0,2233","0,1661","0,1091","0,0416","0,0050"
21:30-21:45,"1,4738","1,4739","1,4664","1,4563","1,4436","1,4284","1,4106","1,3904","1,3677","1,3426","1,1596","1,2851","1,2528","1,2182","1,1851","1,1494","1,1110","1,0742","1,0304","0,9840","0,9059","0,8305","0,7560","0,6833","0,6124","0,5434","0,4761","0,4105","0,3467","0,2847","0,2244","0,1669","0,1096","0,0418","0,0051"
21:45-22:00,"1,4810","1,4811","1,4735","1,4634","1,4506","1,4353","1,4175","1,3972","1,3743","1,3491","1,1652","1,2913","1,2589","1,2241","1,1909","1,1550","1,1164","1,0794","1,0354","0,9888","0,9103","0,8345","0,7597","0,6866","0,6154","0,5460","0,4784","0,4125","0,3484","0,2861","0,2255","0,1677","0,1101","0,0420","0,0051"
22:00-22:15,"1,9422","1,9424","1,9325","1,9191","1,9024","1,8823","1,8590","1,8323","1,8024","1,7692","1,5282","1,6935","1,6509","1,6053","1,5618","1,5147","1,4641","1,4156","1,3579","1,2968","1,1938","1,0944","0,9963","0,9005","0,8071","0,7160","0,6274","0,5410","0,4569","0,3752","0,2957","0,2199","0,1444","0,0551","0,0067"
22:15-22:30,"1,9432","1,9433","1,9334","1,9201","1,9033","1,8833","1,8599","1,8332","1,8032","1,7701","1,5289","1,6943","1,6517","1,6061","1,5625","1,5154","1,4648","1,4163","1,3586","1,2974","1,1944","1,0950","0,9967","0,9009","0,8075","0,7164","0,6277","0,5412","0,4572","0,3753","0,2958","0,2200","0,1445","0,0551","0,0067"
22:30-22:45,"1,9343","1,9344","1,9246","1,9113","1,8946","1,8747","1,8514","1,8248","1,7950","1,7620","1,5219","1,6866","1,6442","1,5987","1,5554","1,5085","1,4581","1,4098","1,3524","1,2915","1,1890","1,0900","0,9922","0,8968","0,8038","0,7131","0,6248","0,5388","0,4551","0,3736","0,2945","0,2190","0,1439","0,0549","0,0066"
22:45-23:00,"1,9239","1,9241","1,9143","1,9011","1,8845","1,8646","1,8415","1,8151","1,7854","1,7526","1,5138","1,6776","1,6354","1,5902","1,5471","1,5004","1,4503","1,4023","1,3451","1,2846","1,1826","1,0842","0,9869","0,8920","0,7995","0,7093","0,6214","0,5359","0,4526","0,3716","0,2929","0,2178","0,1431","0,0546","0,0066"
23:00-23:15,"1,9051","1,9052","1,8955","1,8824","1,8660","1,8464","1,8234","1,7973","1,7679","1,7354","1,4989","1,6611","1,6194","1,5746","1,5319","1,4857","1,4361","1,3886","1,3319","1,2720","1,1710","1,0735","0,9772","0,8833","0,7916","0,7024","0,6154","0,5306","0,4482","0,3680","0,2900","0,2157","0,1417","0,0540","0,0065"
23:15-23:30,"1,9076","1,9077","1,8980","1,8849","1,8685","1,8488","1,8258","1,7996","1,7702","1,7377","1,5009","1,6633","1,6215","1,5767","1,5339","1,4877","1,4380","1,3904","1,3337","1,2737","1,1726","1,0749","0,9785","0,8844","0,7927","0,7033","0,6162","0,5313","0,4488","0,3685","0,2904","0,2160","0,1419","0,0541","0,0065"
23:30-23:45,"1,9039","1,9040","1,8943","1,8812","1,8648","1,8452","1,8222","1,7961","1,7668","1,7343","1,4980","1,6600","1,6183","1,5736","1,5309","1,4848","1,4352","1,3877","1,3311","1,2712","1,1703","1,0728","0,9766","0,8827","0,7911","0,7019","0,6150","0,5303","0,4479","0,3678","0,2898","0,2156","0,1416","0,0540","0,0065"
23:45-00:00,"1,8974","1,8975","1,8878","1,8748","1,8585","1,8389","1,8160","1,7900","1,7608","1,7284","1,4929","1,6544","1,6128","1,5682","1,5257","1,4797","1,4303","1,3829","1,3266","1,2668","1,1663","1,0692","0,9733","0,8797","0,7884","0,6995","0,6129","0,5285","0,4464","0,3665","0,2888","0,2148","0,1411","0,0538","0,0065"
